Country Name,Country Code,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Average
United Kingdom,GBR,94.66282545,93.80622994,92.95642334,92.42253227,91.89555163,92.06996551,92.3375625,91.28950432,89.92769081,90.65258583,90.1991746,89.21274479,87.79016543,87.79003822,87.71102814,87.56976162,86.71951891,86.77063541,87.23515523,88.41036373,87.82897536,88.53442838,88.82498255,88.61973186,88.15744775,88.6059099,89.61975501,90.17869547,87.36773537,88.16810568,85.56318573,85.13981223,83.5597408,82.7165785,88.95042771
Ghana,GHA,20.74249216,22.07629318,11.52889837,16.42281014,19.58608989,17.44668947,20.36820585,15.1411127,18.43305265,18.2359664,16.5625589,16.08869506,17.40874908,17.61105115,18.78593182,19.3233444,20.49129177,26.62183133,25.87802464,28.35021093,32.17571931,36.02899109,36.76213635,36.9201097,37.602505,43.03432272,45.75724713,42.95207948,46.00239359,49.67778841,49.82103972,52.6160022,52.49759344,52.54306013,29.45571436
Gibraltar,GIB,100,100,,99.99690699,100,99.99770162,100,100,100,,,100,100,100,100,100,100,100,99.99917964,100,,,100,100,,100,100,100,100,,100,,98.96050914,99.51281724,99.94104287
Greece,GRC,94.74596443,94.56292029,94.83612026,94.39760852,95.7001889,94.97225999,95.58043796,96.17815003,96.63051869,94.56338072,94.05584414,94.32196258,94.16119401,94.2701135,93.85006004,93.46299999,93.51094723,94.08694815,94.17983504,94.59119325,94.38734266,94.07165972,93.98922592,93.7794444,93.41073803,92.88599171,93.02602135,92.78015423,92.37083311,90.38560276,90.85296404,90.14823363,88.00125276,86.04931718,93.49404204
Guatemala,GTM,33.28776943,29.26485045,27.49039545,30.24975888,30.08180415,23.58023842,25.1439048,26.51374689,26.06837762,27.86725739,28.59310409,30.94750409,31.69115918,35.56152207,36.61796529,37.7069844,38.25351654,42.21660727,40.31014636,42.27666514,43.24444527,44.30087278,42.48637456,42.97532709,44.16831872,43.1870956,43.40464972,40.36716288,39.04930283,32.66035575,30.92107225,30.87615772,32.65370676,37.37859696,35.04107991
High income,HIC,89.95916703,89.16645245,88.2364502,87.22276452,86.07552587,85.50313364,85.15412722,84.94219185,84.83512789,84.04462251,83.45292392,83.46183855,83.31899573,83.27179086,83.00460822,82.99403194,83.25729922,83.01211336,82.88799045,82.89419015,83.2344928,83.11799951,83.43057874,83.02436662,82.71954214,82.49553565,82.85907777,82.37333306,81.49274898,81.18542782,81.74849146,81.68459575,81.4599717,81.10787364,83.78321709
Honduras,HND,28.34226209,32.01052143,28.98913279,30.42804752,27.22483316,28.65084165,29.12125499,30.64819987,31.77469907,30.01649454,29.86986801,32.28274902,33.22425374,36.95167983,41.23647126,40.32338557,38.10993023,42.86878071,49.08964853,48.27216358,52.81255222,53.55272814,54.73352653,56.48111791,54.86179356,50.47652387,54.82596042,54.27791449,50.80048492,51.16665966,52.14850779,51.48488363,51.35134251,52.47931253,42.08495664
Heavily indebted poor countries (HIPC),HPC,15.16889315,15.08739036,14.17732244,14.26505074,13.96840342,14.03699426,14.19842346,14.15262652,14.02823162,14.00577955,13.29639732,13.16750795,12.93206617,13.04862045,13.94363134,14.57267036,15.0491588,15.34313109,16.5815664,16.2494672,15.64216285,16.8288848,16.7949858,17.04783908,17.31736386,18.3374391,19.02340517,19.14419789,19.19003398,19.67985049,19.83541338,20.68542916,21.04939111,22.33194466,16.18181394
Haiti,HTI,9.517007117,11.65209061,12.95456868,13.37846283,13.25604035,16.49257519,17.64753807,18.53231601,19.49136945,19.73422144,18.64176316,16.76037583,14.37212363,4.393470013,17.76927447,17.86149782,22.45268361,20.65677739,22.03207181,23.30767712,24.88890945,24.96273559,24.55431938,27.713821,19.49572623,19.38001494,20.99531346,20.72857308,19.2931334,17.77460884,17.96016537,18.04955731,18.69779908,22.01589404,18.45336693
Hungary,HUN,95.50330427,95.3392698,92.83917206,91.08635002,89.11244954,88.60438902,85.92848968,83.69957223,83.14279125,81.60450845,81.6714475,81.0604298,81.89985324,81.13193176,81.60281715,81.9531038,81.88620888,82.16912862,81.74121511,80.53891348,80.98183667,80.79182568,83.13716845,81.82083907,80.36822766,80.06276464,78.97654983,77.82372613,74.1696087,74.2719228,73.29380076,71.78642365,69.54963749,68.1924014,81.69829643
IBRD only,IBD,70.63803064,71.18742324,71.21946246,71.55380422,71.90964419,72.35868749,72.91198938,73.3538498,73.54460577,80.89764041,80.52355725,80.06631299,79.94570987,79.60766534,80.07610284,80.11500259,80.08155145,79.93037489,80.00964938,80.09789143,80.36104571,80.66006805,81.45459441,82.15993182,82.67257034,83.14020915,83.46345445,83.58534511,83.67222637,84.1594808,84.59590055,84.48457586,84.23489797,84.42221479,79.20869032
IDA & IBRD total,IBT,65.841304,66.43728456,66.448792,66.82741014,67.17153433,67.63386034,68.28452695,68.7436877,68.9104809,77.61569835,77.20161204,76.60944012,76.44456755,75.94062142,76.36655134,76.40090018,76.32929968,76.12345522,76.21700711,76.27889906,76.5036235,76.7853124,77.6291092,78.37299622,78.92780644,79.46302723,79.84503241,80.02918162,80.06400295,80.62783613,80.99603342,80.87730478,80.64154594,80.8474315,75.27756402
IDA total,IDA,23.73540181,24.83325078,25.01398928,25.03624026,25.25411041,25.52696677,26.96491174,27.27967969,27.60762418,40.37175924,40.65162901,39.61881829,39.45361661,38.09476991,37.67505226,38.33305741,38.59501153,39.29632682,40.05038227,39.82817435,39.93380829,39.92883712,39.8899549,39.88241517,39.88316718,40.03651653,40.39391606,40.53657372,39.09477225,39.0610408,36.76106107,36.80912869,37.59511632,33.45047184,35.4846339
IDA blend,IDB,27.33734635,28.51413685,28.88883036,27.93863066,28.85576099,28.62144847,30.74291361,31.08539927,31.96188186,49.18669902,49.67001351,49.09711372,49.28574839,47.71848806,46.69969263,47.21953203,47.16287852,47.57047025,48.25453764,47.8962375,47.77532549,47.564767,47.15768445,46.97706027,46.23826925,45.97695444,45.78371761,45.69741086,43.77065741,43.46766321,43.9275537,43.39486519,42.29595784,34.38481098,41.70942522
Indonesia,IDN,47.08413152,47.130112,46.66362823,47.70855221,48.5654273,52.44101584,52.1827749,51.85335857,53.60229117,53.43061152,54.81096836,55.70209753,59.07520986,57.46947569,60.59168122,61.50844393,62.04562742,60.66479567,62.21294558,61.95226725,61.4567562,62.54925387,62.44202269,64.31644718,64.9962453,65.17708139,64.58463741,63.80707707,65.52072458,67.15478782,65.3021442,65.34475065,65.26568681,66.08947546,58.84419136
IDA only,IDX,20.26643236,21.25058943,21.20006179,22.22605696,21.70799995,22.47616039,23.12013285,23.39066713,23.08677828,29.12557787,28.82801779,27.06592351,26.08979001,25.36091574,26.29546592,27.0454363,27.79770165,28.88983221,29.66178367,29.64764369,30.15029591,30.52040677,30.94602561,31.27018811,32.39174665,33.11572305,34.16251574,34.60493348,33.92098801,34.17070158,28.00597187,28.87905385,32.4355267,32.56583822,27.99037891
India,IND,41.41914116,43.0251332,43.85183637,45.17457373,47.22557302,48.25300177,49.68344915,51.24904856,52.81420226,53.76395973,55.0634924,56.07028245,56.95683361,58.01455003,59.98794193,60.8251558,61.77329025,62.01581767,63.46040016,63.72739451,63.64796634,64.32920579,64.51923944,65.58374371,65.98980361,66.80567371,67.88343297,69.00512159,71.14349792,71.40469516,71.4717185,72.41907946,72.28545864,73.57697909,59.83590276
Ireland,IRL,85.56191735,84.34570458,83.77268483,85.00176466,82.50107941,85.50581666,84.68189097,83.89442498,84.97974114,85.0618938,85.43300874,84.55978425,86.15562457,86.85399375,88.05593925,89.44904115,89.30314855,90.06428158,91.79905469,92.51571911,92.52159191,91.45913918,92.00226307,93.27692993,90.91552416,90.97299115,90.9317823,89.92434427,88.88512334,90.00309943,88.32246225,86.85564461,86.27790247,84.43758716,87.83184998
"Iran, Islamic Rep.",IRN,98.35686782,98.55704987,98.32213945,98.60389783,98.68177381,98.37627591,98.34118226,98.44487532,98.72366736,98.93136159,98.9182856,98.67888866,98.73988174,99.05873121,99.13064471,99.10415006,99.27119703,99.32626206,99.5767324,99.66519654,99.58503846,99.40728349,99.22623308,99.33232805,98.89005329,98.81113575,98.89622235,99.57303916,99.55557913,99.44489988,99.41712857,99.32468489,98.95888776,99.02258055,99.00747517
Iraq,IRQ,99.27250895,99.29274207,99.41339783,99.43849746,99.50571038,99.54828252,98.44765254,98.71258924,98.83152456,98.76920404,99.37018628,99.64271263,99.75337386,99.79052925,99.7758246,99.77318585,99.80444018,99.71909612,99.62792002,99.67868431,99.70763948,99.72099519,99.72154385,99.27219718,97.5112546,96.8269499,97.16701666,97.84255722,97.58238974,97.55356735,97.67302488,97.57448177,96.68062348,95.98417678,98.79372002
Iceland,ISL,33.82147341,29.80677309,28.4576979,30.65319084,29.26640696,31.01073197,31.87347101,30.31770794,30.16139987,28.63991379,27.83866607,29.76385459,30.04565618,29.98211422,29.28917095,30.73641907,29.75087974,28.02535708,24.46796246,22.62222591,22.89112189,23.08597581,22.8737876,24.08945105,23.65901196,19.71346012,16.15127411,13.16704987,12.17035433,11.51979151,10.25495259,10.3307143,10.40420687,10.92848727,24.05207977
Israel,ISR,,,,,97.25663732,97.05522124,97.15371952,97.39435323,97.26679233,97.00507659,97.02558513,97.15457349,97.11977185,97.23903624,97.26433977,97.25290474,97.3075124,97.15872967,97.16622168,97.20731488,97.15410338,96.91014223,96.9267106,96.66153647,96.62279159,96.95279432,97.07304487,96.53851268,96.39583377,96.35144842,96.48398605,96.6586088,96.57471452,91.74963606,96.80272179
Italy,ITA,93.35108724,92.58894558,92.52218785,91.61572111,91.81477521,91.45783237,93.38343377,92.90484374,93.29463062,93.43818883,92.89537208,92.58124189,92.27029006,92.08793745,93.02465207,92.61465541,92.44346418,92.28589095,91.84137185,91.73009539,91.40342479,91.03586734,90.2161117,90.40624236,89.80144618,89.19087872,88.18304312,86.8421531,84.85132567,84.62877402,84.46479721,82.20135574,79.96433459,78.58642262,90.05655279
Jamaica,JAM,90.34111952,89.20329082,88.25291559,86.41829649,85.37220563,85.42424747,85.76849736,85.81809024,86.54206485,82.59663876,82.63879671,83.53538021,83.98332316,83.86518635,84.90323689,85.25520123,84.87780925,86.69319415,86.64970853,84.55707037,86.91941096,88.97377256,89.34119113,89.03311744,88.91524035,90.11589565,90.32654003,85.97681496,82.31687106,82.65261778,82.49309604,80.82174271,81.40787349,80.97134481,85.67534713
Jordan,JOR,99.95094577,99.92264986,99.91859609,99.9259901,99.99617943,,,99.84865085,99.87863355,98.13195698,98.19656571,98.52817198,98.45020586,98.46758004,98.55367271,98.58591983,98.57261674,98.5627864,98.53940472,98.4559407,98.00084863,97.98188052,96.96364962,97.67449453,97.89825814,97.89538437,98.41011895,98.00535382,97.96266522,97.34740255,95.99311455,97.32109121,97.61826839,97.60844665,98.41148264
Japan,JPN,90.74452145,88.51455278,87.43145523,87.10336968,84.96822914,84.56660031,83.4724417,84.73903951,84.91936201,84.55205339,83.88476789,83.95401954,82.42967512,82.68251329,81.47549791,81.21932811,80.35858715,79.39872966,80.61843812,80.67376563,80.60163834,81.83018977,84.31138174,82.70647334,81.61186176,81.4531167,83.48271492,83.21545458,81.22805604,80.91095442,89.76594207,94.62155285,94.63330153,94.4074689,84.48491337
Kenya,KEN,19.3645801,17.73947928,15.89214302,17.52029625,17.75962699,18.74734554,19.2384623,18.60154946,18.78457201,17.84136137,16.83812837,16.54686215,15.95823285,14.78755106,15.59160211,16.31727244,15.54813956,16.52475081,16.95928355,18.23986293,16.421786,15.67695128,12.99901109,14.09902397,15.43874425,17.06526414,16.64351131,16.96466644,18.85477295,19.41168608,19.06401864,17.11461578,18.26607228,17.37957261,17.06472938
"Korea, Rep.",KOR,97.56185466,97.31503876,94.49032439,93.54388926,91.19473875,87.31446133,83.71814548,85.4666552,83.84311536,83.78013157,84.3380946,85.82812264,86.92320801,87.73615025,87.08372533,87.06887757,87.56412074,84.15197468,83.59460003,83.96860009,83.75121502,83.43111204,82.21699509,82.48511384,80.61091994,80.54716817,81.81923465,81.1693777,81.65563805,82.86953009,82.74552314,83.22136322,84.16471753,82.3950038,85.57555121
Kuwait,KWT,99.96427509,99.96790967,99.98791253,99.95330246,99.95804596,99.96126382,99.9643898,99.97083434,99.97502649,99.93540595,99.78131982,99.90828691,99.97008028,99.98470424,99.95523925,99.97471677,99.99998639,,,100,99.99999499,,100,,,100,100,100,99.99609681,,95.78056162,92.57270197,96.49017476,93.68988945,99.20507569
Latin America & Caribbean (excluding high income),LAC,70.9538317,70.93398095,69.11760282,67.97178359,67.85613826,68.14303692,68.09186344,68.57675677,68.54370463,68.61811675,69.25649184,69.70537905,69.98512082,70.31219855,70.24147821,70.79158896,71.44607608,72.17445482,72.07697936,72.68078345,72.92008482,72.11837079,71.54249838,71.66790986,71.71577622,71.53938668,70.85605914,71.07303108,70.92385671,70.74873182,71.30043371,72.27252952,72.59932166,72.76429022,70.63293081
Lebanon,LBN,92.1959941,90.73998288,91.80838679,91.89219451,93.09120562,93.88083418,93.86196919,91.94439308,92.20052103,92.54197385,93.63553061,93.1507263,95.13552148,95.16874689,95.31599545,94.60972911,95.14532135,95.12335334,95.71276746,94.03613655,94.73888812,95.20036763,94.80203398,94.6481866,93.99382539,93.38075006,92.60099912,95.57159729,95.59789134,94.97296041,95.51802998,96.36924729,95.74186308,97.62110111,94.17497133
Libya,LBY,98.35754531,98.48867921,98.51987887,98.62093686,98.7659888,98.76018414,98.86422185,98.81839473,98.91166984,98.88036099,98.8963449,98.89077532,98.93127773,99.05348346,99.1060089,99.13991781,99.13522232,99.12668698,99.09551629,99.11828373,99.12458505,99.14797725,99.16231644,99.17569271,99.13547579,99.14138804,99.0961876,99.15229268,99.20403228,99.28147735,98.90275075,99.08135299,99.18550597,99.11129636,98.9818738
Latin America & Caribbean,LCN,73.56061642,73.35550701,71.89404633,70.89654902,70.3894048,70.64157416,70.35065218,70.74417252,70.84407395,70.75953405,71.29772811,71.88772812,71.93402608,72.49866498,72.25884466,72.92941352,73.40695999,74.20481754,74.0941306,74.49533258,74.78302219,74.30389892,73.68151213,73.64484459,73.58924735,73.64012249,72.94927444,73.34611014,73.1863337,73.49142096,73.64050076,74.28230334,74.27159893,73.34633718,72.78236187
Least developed countries: UN classification,LDC,14.635417,14.82110504,14.74652763,15.02561679,15.28677837,15.82379654,15.87707259,16.57488983,16.29153966,16.91177214,16.68974202,16.54414501,16.66571984,16.93202282,18.39435209,18.72308302,19.19517206,19.333198,20.45297503,20.31693551,20.96264299,21.06094526,22.12353233,22.91585501,23.03770201,24.26903501,25.05098727,25.63709054,25.9853425,26.49544809,26.26947824,27.12556911,27.93096529,28.22410489,20.18619293
Low income,LIC,47.59205748,48.53586895,49.18099554,49.67714663,49.36651726,48.64965815,47.96604646,48.15179351,47.39960976,46.90177116,46.15075639,42.84619337,40.57843205,38.7421053,38.04115615,36.49402164,36.4588278,36.34986826,37.41164815,37.01713841,37.00726047,36.56259509,36.65246525,36.99728701,38.84121256,39.34808587,38.1443526,39.09223675,35.48123892,34.39125372,20.47299124,20.01392397,26.02476192,23.0152275,39.28107369
Sri Lanka,LKA,28.64684178,30.57580187,30.91622868,26.80580479,24.74067138,24.50859956,26.12117835,24.74355181,23.55703249,24.11358073,25.13374657,24.79726535,29.80516926,31.698369,33.06375348,37.55152811,37.67683864,38.92736154,39.8370321,43.0245776,43.35644415,44.58774447,46.37187614,45.79686823,45.29383381,43.43980102,45.38813774,44.86267171,43.55871971,43.08771554,48.84018447,47.31202305,45.87418024,50.54557398,36.60472669
Lower middle income,LMC,45.47901279,47.15197215,46.97917736,47.7717741,49.36324198,50.35612604,51.39400156,51.9970072,53.39515941,64.74294365,64.52749473,63.73793567,63.57651343,62.93406425,64.50762624,64.192493,64.68931889,64.51150451,65.53583174,65.22496678,65.47533943,65.95891953,66.19978302,66.83786253,67.29122947,67.50277558,68.01540112,68.60503422,69.09892739,69.57000558,69.27275188,69.60530711,69.42923397,69.96332404,61.90864883
Low & middle income,LMY,62.29297557,63.00320912,63.10778131,63.79539224,64.2611181,64.76280593,65.51135703,66.15443089,66.46162797,76.69718383,76.36382155,75.71218029,75.63789336,75.09485147,75.57995815,75.57529888,75.58419147,75.38679205,75.53247985,75.6524461,75.87579575,76.16687817,77.07999776,77.92257263,78.54523021,79.08526561,79.51469341,79.74982177,79.77640243,80.34054451,80.74991334,80.68673706,80.48204504,80.76271554,74.0854826
Late-demographic dividend,LTE,72.91328296,73.25108086,73.73706645,74.09202379,73.8400588,74.55205166,75.11264413,75.69902926,75.57896,83.14285458,82.71497328,82.36297709,82.25332309,81.72365107,82.13897888,82.28884488,82.15374545,82.02306105,81.89191073,82.23099479,82.53427109,82.57737774,83.59668447,84.2210632,84.75466219,85.32363796,85.6788214,85.58686813,85.29799264,85.66001194,86.48750074,86.04695794,86.08624935,86.18233309,81.28635131
Luxembourg,LUX,90.94392859,89.82348673,88.71379639,88.95788562,89.10240494,89.1765245,88.44921707,88.12741506,88.89654975,89.17085254,89.30698436,89.32659978,89.34209305,87.94841452,84.91984748,85.62631275,84.28297119,82.71809006,83.01312235,83.44341262,84.98340818,89.84916727,89.7010317,91.2583383,91.16899273,90.33412984,88.08548398,87.11638336,88.70503581,87.95743151,87.00863719,87.21562043,84.50600181,83.33175267,87.7209213
Morocco,MAR,83.35422713,84.30878978,84.71280625,85.01519576,84.81729585,84.76799577,84.5937703,84.92221507,85.62125012,85.48591037,84.59571682,85.26846527,86.03306542,86.66987802,87.01038278,86.36749359,86.51610121,86.3863488,86.95095375,86.52996649,87.5474677,87.79692606,87.1469071,81.49044646,84.22703751,84.82306217,85.3389983,86.37394812,86.37173258,87.0983164,88.65514878,89.1059794,88.2493003,88.46886281,85.95946948
Middle East & North Africa,MEA,97.28144612,97.54081595,97.80391346,97.8912536,97.77968387,97.83561789,97.85294027,98.05055044,98.14297918,98.00302802,97.80624459,98.07520486,98.16853176,98.2552553,98.44957494,98.41188579,98.48588398,98.44363934,98.45905246,98.52798719,98.58170733,98.51893833,98.48056672,98.44004941,98.21281463,98.26444993,98.38465761,98.70906947,98.6498579,98.59763254,97.6595248,97.39753557,98.04267104,97.35902122,98.13423487
Mexico,MEX,90.40010193,90.61288128,90.0872829,90.03597818,90.01739304,88.74772082,88.44363079,88.41359705,88.52680144,87.35333816,87.40530593,86.95013786,86.97184566,88.19844199,86.18629766,86.24386972,86.65881761,87.16154776,87.09443948,87.24953199,88.27885622,88.52239253,88.87888768,88.76018436,88.63817568,89.10735085,88.9004847,89.69529199,90.57949073,90.49508897,90.4646097,91.05699581,90.57104538,90.27848997,88.73489135
Middle income,MIC,63.04663536,63.74684009,63.83638518,64.52158463,65.01583561,65.55925977,66.35047917,67.00423415,67.34205325,77.53389162,77.2222916,76.63729692,76.6054428,76.1247983,76.61994623,76.63946772,76.65930979,76.47603245,76.61212865,76.75693841,77.00229411,77.30281514,78.19497688,79.00807962,79.59647315,80.11736042,80.53482364,80.75770197,80.86413944,81.40758373,81.87073809,81.82094559,81.59373066,81.82835409,75.06502554
Malta,MLT,100,,,99.99975708,100,100,,100,100,100,100,100,,,100,100,100,99.99985523,100,,,99.96740761,99.96233326,99.95104033,99.94039645,99.92246629,99.91016083,99.89146247,99.88027152,99.67246958,99.23845358,99.03840897,98.75759659,97.78846166,99.77483487
Myanmar,MMR,18.64881892,18.84266092,18.29094411,19.64566617,19.87589874,21.11787562,16.4490707,16.02046174,15.31769087,14.56584076,14.76492089,13.81262624,17.85300663,19.96683244,21.44538998,22.54497228,22.78799021,24.02577866,26.03412628,27.18147717,23.62617621,24.07386239,27.11698557,30.13469387,29.47735243,29.81559402,31.70408856,28.4497335,23.27886531,21.22355916,20.8796747,26.92943816,30.72995313,44.28989524,22.96829181
Middle East & North Africa (excluding high income),MNA,95.87247333,96.29024353,96.37264873,96.63502636,96.80545939,96.70949373,96.64208463,96.80960868,97.03790685,97.07518942,96.78392613,96.89043598,97.0696931,97.28381842,97.6490615,97.55305252,97.73134338,97.66899137,97.74743193,97.7477652,97.79525777,97.85988424,97.74188768,97.71515338,97.41637437,97.40923708,97.45246968,97.98065834,97.9978065,98.07114473,97.96442994,97.99512501,97.99423712,97.94704973,97.34459911
Mongolia,MNG,,,,,97.11889568,97.49615124,97.66756508,97.79970287,97.47992972,97.17144606,97.79786588,97.34990495,96.81020805,96.2540297,95.71534597,94.90562231,94.9800156,95.00062696,95.63205483,93.92703293,93.11310304,92.9921114,92.78071902,92.9924887,93.913775,94.506703,94.49723449,94.52912193,94.80693401,94.84840752,95.25304607,90.17163403,92.69368408,93.19938283,95.11349143
Mozambique,MOZ,9.058182925,9.097829754,8.279946878,7.316932442,7.296229421,7.299497265,7.379497643,7.512069651,7.465716398,5.46214727,4.924536039,5.505030538,6.146608654,5.370786232,5.672039512,5.552479913,6.487632185,5.321251042,5.595292913,6.737874855,6.559086197,6.001886409,6.846046436,6.705884109,6.010092175,6.258186511,7.342438644,7.008780099,7.651357912,7.960892565,9.031287519,8.269956258,9.081396974,12.61995347,7.083200788
Mauritius,MUS,43.6699631,41.72164831,45.75274796,46.87750905,43.49333737,47.13398262,47.87572151,53.30731027,54.18111054,55.45924661,58.4556701,59.04804362,62.67835257,65.87272524,63.29552877,65.39378726,63.78766491,65.49165738,75.80217542,73.86310096,73.52793677,75.42063183,75.84136424,75.46381545,77.39820195,79.50369519,80.32569535,79.38891754,81.0468331,81.65630027,82.43970836,83.15324465,83.78117107,84.5423603,66.07797528
Malaysia,MYS,86.04535007,86.07015894,87.77386889,87.02189064,86.78251051,87.9342351,87.53229566,87.62776347,88.83480461,89.91071804,91.68185756,92.45778839,92.85170483,92.37407241,93.04961026,93.94502111,95.04526803,94.59444279,94.13802834,94.97309691,95.17806383,95.62841973,95.99111004,96.21646697,96.82708398,96.69407555,96.94482833,96.76022577,96.66434839,96.89621303,96.81165029,96.74023319,96.75188109,96.6281989,92.98168487
North America,NAC,89.73927309,88.98087588,88.25559694,87.73122662,87.03648334,86.25047548,86.03335706,85.78279115,85.88501206,85.16273729,84.37540828,84.37671795,84.76258577,84.46847061,84.15351636,84.2655793,85.26775456,85.06429697,84.76685524,84.89943075,85.31926455,85.1404,85.26115788,84.9794936,84.94152034,84.46896566,84.4874968,83.91108998,83.17238742,83.21454517,82.71849533,82.4412671,81.8593566,81.97940165,85.0339202
Nigeria,NGA,20.49485567,22.08604598,22.17331475,20.0524079,20.36797923,18.95002969,19.7256197,19.82670765,20.44464146,20.51768012,21.92551198,22.84478998,22.04813297,17.83639168,17.75230101,18.83061648,19.19587406,17.36211024,17.77524748,18.44829849,19.88929351,19.76045888,21.59307672,21.28080087,21.65634079,19.69781069,17.58053836,18.42963788,15.85414335,18.08149657,19.08190495,18.76894492,18.58926314,18.87676676,19.64114806
